id;firstname;lastname;title;sex;country;birthdate;deathdate;birthplace;deathplace
7437;Georges van;Nuffel;\N;M;BE;\N;\N;\N;\N
7438;Arthur van;Poeck;\N;M;BE;1877-00-00;\N;Saint Niklaas;\N
7439;Mme van;Rompa-Zenke;\N;F;\N;\N;\N;\N;\N
7440;Dolf;Vanroy;\N;M;BE;1858-00-00;1943-00-00;Brussels;Brussels
7441;Ferenc;Lipóth;\N;M;HU;1886-00-00;1919-00-00;Szabadszállás;\N
7442;Felix;Kraus;\N;M;AT;1887-00-00;1950-00-00;Graz;Velden am Wörther See
7443;Rudolf Paul;Hirschenhauser;\N;M;AT;1882-00-00;1938-00-00;Mödling;London
7444;Alfons;Karpinski;\N;M;PL;1875-00-00;1961-00-00;Stalowa Wola;Cracow
7445;Ernst;Eck;\N;M;AT;1879-00-00;1941-00-00;Altlengbach;Eggenburg
7446;Ludvík;Ehrenhaft;\N;M;CZ;1872-00-00;1955-00-00;Veselí;Veselí
7447;Robert;Eckert;\N;M;AT;1874-00-00;\N;Vienna;\N
7448;Paul;Treulich;\N;M;AT;\N;1914-00-00;\N;\N
7449;Hans;Frank;\N;M;AT;1884-00-00;1948-00-00;Vienna;Salzburg
7450;Hugo;Postl;\N;M;\N;\N;\N;\N;\N
7451;Karl;Harrer;\N;M;AT;1881-00-00;\N;Vienna;\N
7452;Emilie;Dworsky;\N;F;AT;1883-00-00;1959-00-00;Sankt Valentin;Vienna
7453;Ella;Rothe;\N;F;AT;1873-00-00;1963-00-00;Vienna;\N
7454;Fűlőp;Beck;\N;M;HU;1873-00-00;1945-00-00;Pápa;Budapest
7455;Émilien de;Ginestet;\N;M;FR;1871-00-00;1942-00-00;\N;\N
7456;Raymond Jacques;Isidore;\N;M;FR;1879-00-00;1931-00-00;Toulouse;Toulouse
7457;Antonin;Lanes;\N;M;\N;\N;\N;Toulouse;\N
7458;Henri;Loubat;\N;M;FR;1855-00-00;1926-00-00;Gaillac;Toulouse
7459;Marguerite;Loubat;\N;M;FR;1885-00-00;1959-00-00;Gaillac;Toulouse
7460;Adrienne;Marquet;\N;F;FR;\N;\N;\N;\N
7461;Paul;Ramond;\N;M;FR;\N;\N;\N;\N
7462;Albert;Regagnon;\N;M;FR;1874-00-00;1961-00-00;Saint-Girons;Toulouse
7463;Edward van;Ryswyck;\N;M;BE;1871-00-00;1931-00-00;Antwerp;Antwerp
7464;Frans van;Tongerloo;\N;M;BE;1882-00-00;1965-00-00;Antwerp;Kalmthout
7465;Frank Haviland;Burty;\N;M;FR;1886-00-00;1971-00-00;Limoges;Perpignan
7466;Jaak van;Wijck;\N;M;NL;1870-00-00;1946-00-00;Ginneken;Antwerp
7467;Ferdinand;Veenmüller;\N;M;\N;\N;\N;\N;\N
7468;Arthur;Verbeeck;\N;M;BE;1874-00-00;1932-00-00;Kieldrecht;London
7469;Pieter;Verhaert;\N;M;BE;1852-00-00;1908-00-00;Antwerp;Oostduinkerke
7470;\N;Vermoelen;\N;\N;\N;\N;\N;\N;\N
7471;Célestine;Vermoelen;\N;F;\N;\N;\N;\N;\N
7472;Eugène;Regagnon;\N;M;FR;1875-00-00;1957-00-00;Saint-Girons;\N
7473;Berthe;Vermorcken;\N;F;\N;\N;\N;\N;\N
7474;Jean;Lacoste;\N;M;FR;1872-00-00;1930-00-00;\N;\N
7475;Noémie;Lamousserie;\N;F;\N;\N;\N;\N;\N
7476;Louis Auguste Albert;Paul;\N;M;FR;1854-00-00;1922-00-00;Béziers;Béziers
7477;Marquis de;Palaminy;\N;M;\N;\N;\N;\N;\N
7478;Emiel;Walravens;\N;M;BE;1879-00-00;1914-00-00;Antwerp;Antwerp
7479;Marie;Wambach-de Duve;\N;F;BE;1865-00-00;1957-00-00;\N;Rio de Janeiro
7480;Ernest;Wante;\N;M;BE;1872-00-00;1960-00-00;Ghent;Berchem
7481;Edgard;Wiethase;\N;M;BE;1881-00-00;1965-00-00;Antwerp;Brussels
7482;Aymeric de;Panat;\N;M;\N;1886-00-00;1965-00-00;\N;\N
7483;Renaud de Levezou de;Vezins;Comte;M;FR;1882-00-00;1932-00-00;Vézins-de-Lévézou;Chartres
7484;Grete;Wolf-Krakauer;\N;F;AT;1880-00-00;1970-00-00;Vítkovice (Semily District);Jerusalem
7485;Stefi;Gartenberg;\N;F;AT;1885-00-00;1969-00-00;\N;\N
7486;Heinrich;Gollob;\N;M;AT;1886-00-00;1917-00-00;Graz;Judendorf-Straßengel
7487;Richard Carl;Wagner;\N;M;AT;1882-00-00;1945-00-00;Vienna;\N
7488;Hermine;Schuch;\N;F;AT;1872-00-00;1962-00-00;\N;\N
7489;Elsa;Schwarz;\N;F;AT;1887-00-00;1952-00-00;Vienna;\N
7490;Else;May;\N;F;AT;1890-00-00;\N;Vienna;\N
7491;H.;Schneid;\N;\N;\N;\N;\N;\N;\N
7492;Egon;Hofmann;\N;M;AT;1884-00-00;1972-00-00;Linz;Linz
7493;Heinrich;Krause;\N;M;AT;1885-00-00;1983-00-00;Vienna;Vienna
7494;Anton;Velim;\N;M;AT;1892-00-00;1954-00-00;Vienna;Vienna
7495;Janina;Haase-Tröger;\N;F;\N;1886-00-00;\N;Ternopillja;\N
7496;Edmund;Rothansl;\N;M;AT;1876-00-00;1937-00-00;Kierling;Kierling
7497;Eduard;Rothansl;\N;M;\N;\N;\N;\N;\N
7498;Louis;Hofbauer;\N;M;AT;1889-00-00;1932-00-00;Yalta;Salzburg
7499;Samuel;Abramovitz;\N;M;\N;\N;\N;\N;\N
7500;Carlo;Craupa;\N;M;AT;1883-00-00;1947-00-00;Bohemia;Vienna
7501;J.;Mikulicz;\N;\N;\N;\N;\N;\N;\N
7502;Emmerich;Bergthold;\N;M;AT;1891-00-00;1966-00-00;Vienna;Vienna
7503;Fides;Karny;\N;F;AT;1886-00-00;1934-00-00;Vienna;Dresden
7504;Martha;Musil;\N;F;DE;1874-00-00;1949-00-00;Berlin;Rome
7505;Josef;Kellner;\N;M;AT;1876-00-00;1929-00-00;Vienna;Schwaz
7506;Walter;Fraenkel;\N;M;DE;1879-00-00;1943-00-00;Breslau;Majdanek
7507;Nicolas de;Nabokoff;\N;M;\N;\N;\N;\N;\N
7508;Lode;Dingemans;\N;M;\N;\N;\N;\N;\N
7509;Peter;Tiešić;\N;M;\N;\N;\N;\N;\N
7510;Arthur;Brusenbauch;\N;M;AT;1881-00-00;1957-00-00;Bratislava;Attersee
7511;Ella;Dziubaniuk;\N;F;AT;1881-00-00;1944-00-00;Lviv;Paris
7512;Erich Albert;Lamm;\N;M;AT;1880-00-00;1959-00-00;Vienna;Stockholm
7513;Leonore;Bach;Baronin;F;AT;1869-00-00;1939-00-00;Salzburg;Vienna
7514;Alfred;Waagner;\N;M;AT;1886-00-00;1960-00-00;Vienna;Vienna
7515;Stanislaw;Galek;\N;M;PL;1876-00-00;1961-00-00;Mokrzyska;Zakopane
7516;Leonhard;Schuller;\N;M;AT;1886-00-00;\N;Vienna;\N
7517;Anton Konrad;Schmidt;\N;M;AT;1887-00-00;1974-00-00;Vienna;Vienna
7518;Helene;Stein;\N;F;AT;1884-00-00;1945-00-00;Vienna;Vienna
7519;Eduard;Stella;\N;M;AT;1884-00-00;1955-00-00;Vienna;Vienna
7520;Helene;Arnau;\N;F;AT;1870-00-00;1958-00-00;Vienna;Vienna
7521;Rosine;Del Fabro;\N;F;\N;1874-00-00;1946-00-00;\N;\N
7522;Paul;Sollmann;\N;M;DE;1886-00-00;1950-00-00;Coburg;Rothenburg ober der Tauber
7523;Wilhelm;Dessauer;\N;M;AT;1882-00-00;1943-00-00;Vienna;New York
7524;Margarete;Horschitz;\N;F;\N;1885-00-00;\N;Prague;\N
7525;Egge;Sturm-Skrla;\N;M;AT;1894-00-00;1943-00-00;Komárom;Vienna
7526;Leo;Frank;\N;M;AT;1884-00-00;1959-00-00;Vienna;Perchtoldsdorf
7527;Vinzenz;Gorgon;\N;M;AT;1891-00-00;1961-00-00;Vienna;Vienna
7528;Karl;Hoefner;\N;M;AT;1886-00-00;1954-00-00;Weitra;Waidhofen an der Thaya
7529;Alfons;Walde;\N;M;AT;1891-00-00;1958-00-00;Austria;Kitzbühel
7530;Norbertine von;Bresslern-Roth;\N;M;AT;1891-00-00;1978-00-00;Graz;Graz
7531;Louis;Helfert;\N;M;\N;1880-00-00;\N;\N;\N
7532;Erhard;Amadeus-Dier;\N;M;AT;1893-00-00;1969-00-00;Vienna;Vienna
7533;Albert;Geudens;\N;M;BE;1869-00-00;1949-00-00;Mechelen;Schaerbeek
7534;Hélène;Gevers;\N;F;BE;1848-00-00;1932-00-00;\N;\N
7535;Frank;Harop;\N;M;\N;\N;\N;\N;\N
7536;Alice;Hölterhoff-de Harven;\N;F;BE;1866-00-00;\N;\N;\N
7537;Rene;Lombaerts;\N;M;BE;1885-00-00;1918-00-00;Antwerp;\N
7538;Ernest;Naets;\N;M;BE;1871-00-00;\N;\N;\N
7539;Alfred;Ost;\N;M;BE;1884-00-00;1945-00-00;Zwijndrecht;Antwerp
7540;Emile;Spruyt;\N;M;\N;\N;\N;\N;\N
7541;Laure van;Looy;\N;F;\N;\N;\N;\N;\N
7542;Alfred van;Neste;\N;M;BE;1874-00-00;1969-00-00;Bruges;Sint-Genesius-Rode
7543;Johannes;Fischer;\N;M;AT;1888-00-00;1955-00-00;Valtice;Vienna
7544;Eugene;Benson;\N;M;US;1839-00-00;1908-00-00;Hyde Park;Venice
7545;S. John;Brontsen;\N;M;\N;\N;\N;\N;\N
7546;Erich;Lederer;\N;M;AT;1896-00-00;1985-00-00;Vienna;Geneva
7547;Arturo;Fittke;\N;M;IT;1873-00-00;1910-00-00;Trieste;\N
7548;Paul;Joanowitch;\N;M;AT;1859-00-00;1957-00-00;Vršac;Vienna
7549;Augustus;Koopman;\N;M;US;1869-00-00;1914-00-00;Charlotte;Étaples
7550;Jos;Maggy;\N;\N;\N;\N;\N;\N;\N
7551;Gari;Melchers;\N;M;US;1860-00-00;1932-00-00;Detroit;Falmouth
7552;Gabi;Lagus-Möschl;\N;F;AT;1887-00-00;1961-00-00;Vienna;Dade City
7553;M.;Pellegrini;\N;\N;\N;\N;\N;\N;\N
7554;Paul;Wissinger;\N;M;\N;\N;\N;\N;\N
7555;Adolf;Wüster;\N;M;DE;1888-00-00;1972-00-00;Barmen;Munich
7556;Otto;Zweig-Trubel;\N;M;AT;1885-00-00;\N;Vienna;\N
7557;Pierre;Mirtan;\N;M;\N;\N;\N;\N;\N
7558;Louis;Ridel;\N;M;FR;1866-00-00;1937-00-00;Vannes;Paris
7559;Edwin;Scott;\N;M;US;1862-00-00;1929-00-00;Buffalo;Paris
7560;James Jebusa;Shannon;\N;M;US;1862-00-00;1923-00-00;Auburn;London
7561;Carlo;Strauss;\N;M;US;\N;\N;\N;\N
7562;Wilhelmina Maria;Terpstra-Reerink;\N;F;NL;1863-00-00;1929-00-00;Lochem;Hague, The
7563;Eugene Laurent;Vail;\N;M;US;1857-00-00;1934-00-00;Saint-Servan-sur-Mer;Paris
7564;Anton;Romako;\N;M;AT;1832-00-00;1889-00-00;Vienna;Vienna
7565;1;Probe;\N;M;\N;\N;\N;\N;\N
7566;2;Probe;\N;M;\N;\N;\N;\N;\N
7567;Henri;Seghers;\N;M;BE;1848-00-00;1919-00-00;Antwerp;Antwerp
7568;Raoul;Carré;\N;M;FR;1868-00-00;1933-00-00;Montmorillon;Paris
7569;Pierre Paul;Martin;\N;M;FR;1830-00-00;1903-00-00;Digne-les-Bains;Digne-les-Bains
7570;Pierre;Martin;\N;M;FR;\N;\N;Seyssel, Haute-Savoie;\N
7571;Aristide;Delannoy;\N;M;FR;1874-00-00;1911-00-00;Béthune;Paris
7572;Philippe Charles;Martin;\N;M;FR;1884-00-00;1934-00-00;Montpellier;Paris
7573;Jacques;Martin;\N;M;FR;1844-00-00;1919-00-00;Villeurbanne;Lyon
7574;Sibyl;Meugens;\N;F;GB;1876-00-00;1942-00-00;Kolkata;\N
7575;Raoul;Mercier;\N;M;FR;\N;\N;Villers-sur-Mer;\N
7576;Olga;Metchnikoff;\N;F;RU;1858-00-00;1944-00-00;\N;Paris
7577;Gertude;Milde;\N;F;DE;1875-00-00;1955-00-00;Königsberg;Basel
7578;Louis;Mion;\N;M;FR;\N;\N;Lyon;\N
7579;Georges Leopold;Mita;\N;M;FR;1871-00-00;1904-00-00;Paris;\N
7580;Louis de;Monard;\N;M;FR;1873-00-00;1939-00-00;Autun;Bois-le-Roi, Seine-et-Marne
7581;Pierre-Louis;Moreau;\N;M;FR;1876-00-00;1960-00-00;Paris;Paris
7582;Eveli;Torent Marsans;\N;M;ES;1876-00-00;1940-00-00;Badalona;Barcelona
7583;Paul;Moreau-Vauthier;\N;M;FR;1871-00-00;1936-00-00;Paris;Iteuil
7584;\N;André-Morisset;\N;M;FR;1876-00-00;1954-00-00;Saint-Sauveur;Saint-Aignan
7585;Eugènie;Moujon Gauvin;\N;F;FR;1850-00-00;1910-00-00;Pontoise-lès-Noyon;\N
7586;Marie-Mela;Muter;\N;F;FR;1876-00-00;1967-00-00;Warsaw;Paris
7587;Paul Franz;Namur;\N;M;FR;1877-00-00;1958-00-00;Valenciennes;Antibes
7588;Fernand;Nathan;\N;M;FR;1875-00-00;1965-00-00;Marseilles;\N
7589;Edouard Félicien Eugène;Navellier;\N;M;FR;1865-00-00;1955-00-00;Paris;\N
7590;Minnie;Nelson;\N;F;US;\N;\N;New York;\N
7591;Maurice Louis Henri;Neumont;\N;M;FR;1868-00-00;1930-00-00;Paris;Paris
7592;Georges;Oakley;\N;M;US;1885-00-00;1956-00-00;Rochester, New York;Westport, Connecticut
7593;Alphonse;Osbert;\N;M;FR;1857-00-00;1939-00-00;Paris;Paris
7594;Achille;Ouvré;\N;M;FR;1872-00-00;1951-00-00;Paris;Paris
7595;Edmond de;Palézieux;\N;M;CH;1850-00-00;1924-00-00;Vevey;Équihen-Plage
7596;Paul;Paulin;\N;M;FR;1852-00-00;1937-00-00;Chamalières;Paris
7597;Elie;Pavill;\N;M;RU;\N;\N;\N;\N
7598;Louis Claude;Paviot;\N;M;FR;1872-00-00;1943-00-00;Lyon;\N
7599;Charles;Peccatte;\N;M;FR;1870-00-00;1962-00-00;Baccarat;Saint-Dié
7600;Louis André;Périnet;\N;M;FR;\N;\N;Poissy;\N
7601;Albert;Peters-Destéract;\N;M;FR;1874-00-00;1951-00-00;Berlin;Pontoise
7602;Théo;Petit;\N;M;FR;1865-00-00;1930-00-00;Nantes;Paris
7603;Mathis;Picard;\N;M;FR;1854-00-00;1938-00-00;Limoges;Biarritz
7604;Fernand;Piet;\N;M;FR;1869-00-00;1942-00-00;Paris;Paris
7605;Robert Antoine;Pinchon;\N;M;FR;1886-00-00;1943-00-00;Rouen;Rouen
7606;Edmond-Marie;Poullain;\N;M;FR;1878-00-00;1951-00-00;Montebourg;Granville, Manche
7607;René;Prath;\N;M;FR;1881-00-00;1961-00-00;Tours;La Roquette-sur-Siagne
7608;Léon Victor de la;Quintinie;\N;M;FR;1875-00-00;\N;Paris;\N
7609;Alfredo;Ramos Martínez;\N;M;MX;1872-00-00;1946-00-00;Monterrey;Los Angeles
7610;Arnold Friedrich Wilhelm;Rechberg;\N;M;DE;1879-00-00;1947-00-00;Bad Hersfeld;Starnberg
7611;Georges;Redon;\N;M;FR;1869-00-00;1943-00-00;Paris;Paris
7612;Fernand;Riblet;\N;M;FR;1873-00-00;1944-00-00;Florence;\N
7613;Raymond Pierre;Rivière;\N;M;FR;\N;\N;L'Houmeau;\N
7614;Manuel;Robbe;\N;M;FR;1872-00-00;1936-00-00;Paris;Paris
7615;Gabriel;Roby;\N;M;FR;1878-00-00;1917-00-00;Bayonne;Paris
7616;Camille-Auguste;Roche;\N;M;FR;\N;\N;Paris;\N
7617;Gustave;Rodin;\N;M;FR;\N;\N;Colmar;\N
7618;J.;Rosenberg;\N;F;FR;\N;\N;Paris;\N
7619;Henri;Rosot;\N;M;FR;\N;\N;Fontenay-aux-Roses;\N
7620;Paul;Rossert;\N;M;FR;1851-00-00;1918-00-00;Lannoy, Nord;\N
7621;Alphonse;Roubichou;\N;M;FR;1867-00-00;1938-00-00;Pamiers;Paris
7622;Henri;Roussel-Masure;\N;M;FR;1863-00-00;1919-00-00;Paris;\N
7623;Emile;Roustan;\N;M;FR;1881-00-00;1957-00-00;Phnom Penh;\N
7624;Victor Joseph;Roux-Champion;\N;M;FR;1871-00-00;1953-00-00;Chaumont;Vars
7625;John Peter;Russell;\N;M;GB;1858-00-00;1930-00-00;Sydney;Sydney
7626;Jeanne;Sainsère;\N;F;FR;\N;\N;Louviers;\N
7627;Pierre;Sainte;\N;M;FR;\N;\N;Paris;\N
7628;André-Michael;Samanos;\N;M;FR;\N;\N;Paris;\N
7629;Ethel;Sands;\N;F;GB;1873-00-00;1962-00-00;Newport;London
7630;Myton;Sauton;\N;F;FR;\N;\N;Jouy-en-Josas;\N
7631;Henri [1873 Rouen];Sauvage;\N;M;FR;1873-00-00;1932-00-00;Rouen;Paris
7632;Edouard;Schenck;\N;M;FR;1874-00-00;1959-00-00;Toulouse;\N
7633;Adrien;Schulz;\N;M;FR;1851-00-00;1931-00-00;Paris;Paris
7634;Theodore Scott;Dabo;\N;M;US;1877-00-00;1928-00-00;New Orleans;Boulogne-Billancourt
7635;Marie-Paule;Séailles;\N;F;FR;\N;\N;\N;\N
7636;Eugène-Benjamin;Selmy;\N;M;FR;1874-00-00;1945-00-00;Clermont-l'Hérault;\N
7637;Louis-Pierre;Sézille;\N;M;FR;1881-00-00;1955-00-00;Gouvieux;Paris
7638;Rosa;Silberer;\N;F;AT;1873-00-00;1942-00-00;Vienna;Terezín
7639;Auguste André;Silice;\N;M;FR;1880-00-00;1951-00-00;Nancy;Phnom Penh
7640;Henri;Simmen;\N;M;FR;1880-00-00;1963-00-00;Montdidier, Somme;Nice
7641;Louis;Soek;\N;M;FR;\N;\N;Paris;\N
7642;Savero;Sortini;\N;M;IT;1860-00-00;1925-00-00;\N;\N
7643;Séraphin;Soudbinine;\N;M;RU;1867-00-00;1944-00-00;Nizhniy Novgorod;Paris
7644;Max;Sprinkmann;\N;M;DE;1876-00-00;1944-00-00;Munich;Bad Freienwalde
7645;Nephtaly;Sternberg-Davids;\N;M;GB;\N;\N;Brussels;\N
7646;Joaquim;Sunyer Miró;\N;M;ES;1874-00-00;1956-00-00;Sitges;Sitges
7647;Tancrede;Synave;\N;M;FR;1860-00-00;1936-00-00;Paris;Paris
7648;Ferenc;Szikszay;\N;M;HU;1870-00-00;1908-00-00;Budapest;Orsay
7649;Edmond Anne Antoine;Tapissier;\N;M;FR;1861-00-00;1943-00-00;Lyon;Treignac
7650;Maurice;Taquoy;\N;M;FR;1878-00-00;1952-00-00;Mareuil-sur-Ay;Paris
7651;Raymond;Thibesart;\N;M;FR;1874-00-00;1968-00-00;Bar-sur-Aube;\N
7652;Gaston;Thiesson;\N;M;FR;1882-00-00;1920-00-00;Paris;Paris
7653;Jacques;Toupet;\N;M;FR;\N;\N;Senlis;\N
7654;Gaston;Toussaint;\N;M;FR;1872-00-00;1946-00-00;Castres;Paris
7655;André;Triou;\N;M;FR;1879-00-00;1933-00-00;Nantes;Montgeron
7656;Louis;Triquigneaux;\N;M;FR;1886-00-00;1966-00-00;Paris;Nice
7657;Fernand;Trufaut;\N;M;FR;1866-00-00;1955-00-00;Trouville-sur-Mer;Trouville-sur-Mer
7658;André;Turin;\N;M;FR;1881-00-00;1966-00-00;Paris;\N
7659;Jacques Gaston Emile;Vaillant;\N;M;FR;1879-00-00;1934-00-00;\N;\N
7660;Marguerite van;Bever de la Quintinie;\N;F;FR;1873-00-00;1935-00-00;Paris;Paris
7661;Paul;Vernet;\N;M;FR;\N;\N;Paris;\N
7662;Benjamin;Viau;\N;M;FR;\N;\N;Nantes;\N
7663;Daniel;Viau;\N;M;FR;\N;\N;\N;\N
7664;James;Vibert;\N;M;CH;1872-00-00;1942-00-00;Carouge;Plan-les-Ouates
7665;Emmanuel de;La Villéon;\N;M;FR;1858-00-00;1944-00-00;Fougères;Paris
7666;Octave;Volant;\N;M;FR;1850-00-00;1941-00-00;L'Isle-Adam;L'Isle-Adam
7667;Henry Emile;Vollet;\N;M;FR;1861-00-00;1945-00-00;Champigny-sur-Marne;\N
7668;Jacques;Volot;\N;M;FR;\N;\N;Blois;\N
7669;Pierre;Volot;\N;M;FR;\N;\N;Blois;\N
7670;Paul;Vuibert;\N;M;FR;1863-00-00;1930-00-00;Paris;Bréhat
7671;Jacques;Weismann;\N;M;FR;1878-00-00;1939-00-00;Paris;\N
7672;Jacques;Wely;\N;M;FR;1873-00-00;1910-00-00;Paris;Meudon
7673;Adolphe;Willette;\N;M;FR;1857-00-00;1926-00-00;Châlons-sur-Champagne;Paris
7674;Georges;Wybo;\N;M;FR;1880-00-00;1943-00-00;Paris;Paris
7675;Harriet;Backer;\N;F;NO;1845-00-00;1932-00-00;Holmestrand;Christiania (Oslo)
7676;Fredrik Jonas Lucian Botfield;Collett;\N;M;NO;1839-00-00;1914-00-00;Christiania (Oslo);Lillehammer
7677;Severin;Grande;\N;M;NO;1869-11-08;1934-06-13;Verdal;Christiania (Oslo)
7678;Asor;Hansen;\N;M;NO;1862-00-00;1929-00-00;Mandal;Leirvik
7679;Arne;Karli;\N;M;NO;\N;\N;\N;\N
7680;Alf;Lundeby;\N;M;NO;1870-04-26;1961-06-21;Våler;Lillehammer
7681;Hans;Ødegaard;\N;M;NO;1876-05-30;1943-03-01;Ringerike;Christiania (Oslo)
7682;Dora;Watson;\N;F;GB;1855-00-00;\N;Shirburn;\N
7683;Einar;Øfsti;\N;M;NO;1862-00-00;1906-00-00;Inderøy, Nord-Trøndelag;Strinda (nå Trondheim), Sør-Trøndelag
7684;Maria L.;Angus;\N;F;GB;\N;\N;\N;\N
7685;Helga;Reusch Ring;\N;F;NO;1865-01-16;1944-10-13;Fredrikstad;Asker
7686;Albert Thomas;De Rome;\N;M;US;1885-00-00;1959-00-00;Cayucos;Carmel-By-The-Sea
7687;Anna;Schønheyder;\N;F;NO;1877-08-28;1927-04-11;Christiania (Oslo);Oslo
7688;Chris;Adams;\N;M;GB;1875-00-00;1971-00-00;Reading;\N
7689;Mary G. O.;Howey;\N;F;GB;1877-00-00;\N;\N;\N
7690;Harald Oskar;Sohlberg;\N;M;NO;1869-00-00;1935-00-00;Christiania (Oslo);Christiania (Oslo)
7691;Rosa E.;Woon;\N;F;\N;\N;\N;\N;\N
7692;L. Guy;Hunt;\N;M;\N;\N;\N;\N;\N
7693;Eleanor;Harrison Profeit;\N;F;\N;\N;\N;\N;\N
7694;Lilla Cabot;Perry;\N;F;US;1848-00-00;1933-00-00;Boston;Hancock
7695;Reisner Falch Maren;Sverdrup;\N;M;NO;1865-01-30;1911-11-25;Leka;Christiania (Oslo)
7696;Grace H.;Hastie;\N;F;GB;1839-00-00;1926-00-00;London;London
7697;Gilbert;Barnard;\N;M;\N;\N;\N;\N;\N
7698;John Howard;Hale;\N;M;GB;1863-00-00;1955-00-00;Farnham;\N
7699;Mervyn;Lawrence;\N;M;IE;1868-00-00;1961-00-00;Dublin;\N
7700;Joseph;Dakin;\N;M;\N;\N;1900-00-00;\N;\N
7701;\N;Machkoff;\N;\N;\N;\N;\N;\N;\N
7702;Vereker Monteith;Hamilton;\N;M;GB;1856-00-00;1931-00-00;Argyll;Kent
7703;Hilary Clements;Hassell;\N;M;\N;1871-00-00;1949-00-00;\N;\N
7704;Christabel M.;Dennison;\N;F;GB;1884-00-00;1925-00-00;Watford;\N
7705;Theodoor van;Hoijtema;\N;M;NL;1863-00-00;1917-00-00;Hague, The;Hague, The
7706;Willem Adriaan van;Konijnenburg;\N;M;NL;1868-00-00;1943-00-00;Hague, The;Hague, The
7707;Victor;Eckhardsburg;\N;M;AT;1864-00-00;1946-00-00;Rastatt;Perchtoldsdorf
7708;John Blaxland;Jameson;\N;M;\N;\N;\N;\N;\N
7709;Walter Sydney;Stacey;\N;M;GB;\N;\N;\N;\N
7710;Frédéric;Fiebig;\N;M;LV;1885-00-00;1953-00-00;Talsi;Sélestat
7711;William Edmund;Benger;\N;M;GB;1841-00-00;1915-00-00;\N;\N
7712;Harry John;Pearson;\N;M;GB;1872-00-00;1933-00-00;\N;\N
7713;Emily E.;Vickers;\N;F;\N;\N;\N;\N;\N
7714;Andrew;Young;\N;M;\N;\N;\N;\N;\N
7715;Chaplin Court;Treatt;\N;M;\N;\N;\N;\N;\N
7716;Emilie;Tinkler;\N;F;\N;1875-00-00;1937-00-00;\N;\N
7717;A. M.;Knottesford-Fortescue;\N;F;GB;1838-00-00;1933-00-00;Turnworth;Stratford-upon-Avon
7718;Joan;Knottesford-Fortescue;\N;\N;\N;\N;\N;\N;\N
7719;Helena;Darmesteter;\N;F;FR;1854-00-00;1923-00-00;London;\N
7720;Percy;Rendall;\N;M;GB;1872-00-00;1955-00-00;\N;\N
7721;Louis François Léon;Gautier;\N;M;FR;1855-00-00;1947-00-00;Aix-en-Provence;Aix-en-Provence
7722;Evelyn;Woodroffe Hicks;\N;F;GB;1867-00-00;1930-00-00;\N;\N
7723;Egmont Sinclair;Puckett;\N;M;\N;\N;\N;\N;\N
7724;Marie Elizabeth;Brockbank;\N;F;GB;1882-00-00;1949-00-00;Settle, North Yorkshire;Carnforth
7725;John Frederick Douglas;Baxter;\N;M;\N;\N;\N;\N;\N
7726;C. H. E.;Weston;\N;\N;\N;\N;\N;\N;\N
7727;Georges;Lambert;\N;M;FR;\N;\N;Nantes;\N
7728;Fitzmaurice;Harriette;\N;F;\N;\N;\N;\N;\N
7729;C.;Galwey;\N;\N;\N;\N;\N;\N;\N
7730;William Robert;Hay;\N;M;GB;1886-00-00;1964-00-00;Glasgow;\N
7731;Cuthbert William Lewes;Dashwood;\N;M;GB;1874-00-00;1960-00-00;Yarmouth, Isle of Wight;Isle Of Wight
7732;J. Reginald;Taylor;\N;M;\N;\N;\N;\N;\N
7733;Alex.;Colles;\N;M;IE;1850-00-00;1945-00-00;Kilkenny;\N
7734;Alice;Daintrey;\N;F;GB;1851-00-00;1936-00-00;Petworth;\N
7735;James Jarvis;Johnson;\N;M;\N;\N;\N;\N;\N
7736;Anne;Marks;\N;F;GB;\N;\N;\N;\N
7737;Véva;Randolph;\N;\N;\N;\N;\N;\N;\N
7738;Theodosia Mary;Wells;\N;F;GB;1861-00-00;1926-00-00;\N;\N
7739;Charlotte;Keinmann-Meltzer;\N;F;\N;\N;\N;\N;\N
7740;J. C.;New;\N;\N;\N;\N;\N;\N;\N
7741;Doris;Hewett;\N;F;\N;\N;\N;\N;\N
7742;Newton;Braby;\N;M;GB;1858-00-00;\N;\N;\N
7743;Sybil;Dowie;\N;F;GB;\N;1928-00-00;\N;Kensington
7744;Annie M.;Dannatt;\N;F;\N;\N;\N;\N;\N
7745;Oswald;Dunnett;\N;M;\N;\N;\N;\N;\N
7746;Mary F.;Raphae;\N;F;\N;\N;\N;\N;\N
7747;Mary M.;Wright;\N;F;\N;\N;\N;\N;\N
7748;G. D.;Davison;\N;F;\N;\N;\N;\N;\N
7749;Auguste Philippe;Matisse;\N;M;FR;1866-00-00;1931-00-00;Nevers;Ile-de-Bréhat
7750;Ida;Lees;\N;F;GB;\N;1928-00-00;Isle Of Wight;Kingston by Sea
7751;William Herbert;Bewers;\N;M;\N;\N;\N;\N;\N
7752;Henri;Person;\N;M;FR;1876-00-00;1926-00-00;Amiens;Paris
7753;Henri;Binard;\N;M;BE;1862-00-00;1939-00-00;\N;\N
7754;Sonia;Abeloos;\N;F;BE;1876-00-00;1969-00-00;Brussels;Brussels
7755;Robert;Aerens;\N;M;BE;1883-00-00;1969-00-00;Ghent;\N
